主編碼,屬性,詞目,音讀,文白,部首
50953,5,戰力,tsiàn-li̍k,0,
50954,5,優異,iu-ī,0,
50955,5,薪資,sin-tsu,0,
50956,5,人身,jîn-sin/lîn-sin,0,
50957,5,人潮,jîn-tiâu/lîn-tiâu,0,
50958,5,大選,tāi-suán,0,
50959,5,女士,lú-sū/lí-sū,0,
50960,5,子女,tsú-lú/tsú-lí,0,
50961,5,今後,kim-āu,0,
50962,5,公賣局,Kong-bē-kio̍k/Kong-buē-kio̍k,0,
50963,5,方針,hong-tsiam,0,
50964,5,水墨,tsuí-ba̍k,0,
50965,5,外在,guā-tsāi,0,
50966,5,市區,tshī-khu,0,
50967,5,平面,pênn-bīn/pînn-bīn,0,
50968,5,本質,pún-tsit,0,
50969,5,民選,bîn-suán,0,
50970,5,合成,ha̍p-sîng,0,
50971,5,作風,tsok-hong,0,
50972,5,形態,hîng-thài,0,
50973,5,役男,i̍k-lâm,0,
50974,5,改編,kái-pian,0,
50975,5,車商,tshia-siong,0,
50976,5,車體,tshia-thé,0,
50977,5,事項,sū-hāng,0,
50978,5,念頭,liām-thâu,0,
50979,5,放牧,pàng-bo̍k,0,
50980,5,制憲,tsè-hiàn,0,
50981,5,芭蕾,pa-lê,0,
50982,5,研判,gián-phuànn,0,
50983,5,夏日,hā-ji̍t/hā-li̍t,0,
50984,5,桌球,toh-kiû,0,
50985,5,留意,liû-ì,0,
50986,5,財經,tsâi-king,0,
50987,5,配置,phuè-tì/phè-tì,0,
50988,5,除了,tû-liáu,0,
50989,5,停留,thîng-liû,0,
50990,5,區分,khu-hun,0,
50991,5,國小,kok-sió,0,
50992,5,基層,ki-tsân,0,
50993,5,強勢,kiông-sè,0,
50994,5,授權,siū-khuân,0,
50995,5,移送,î-sàng,0,
50996,5,景象,kíng-siōng,0,
50997,5,殘障,tsân-tsiòng,0,
50998,5,發言,huat-giân,0,
50999,5,發票,huat-phiò,0,
51000,5,象牙,tshiūnn-gê,0,
51001,5,開拓,khai-thok,0,
51002,5,匯市,huē-tshī,0,
51003,5,嫌犯,hiâm-huān,0,
51004,5,照明,tsiò-bîng,0,
51005,5,碎片,tshuì-phìnn,0,
51006,5,經貿,king-bōo,0,
51007,5,農委會,lông-uí-huē,0,
51008,5,漢聲,hàn-sing,0,
51009,5,劇情,kio̍k-tsîng,0,
51010,5,模型,bôo-hîng,0,
51011,5,線條,suànn-tiâu,0,
51012,5,機車,ki-tshia,0,
51013,5,親屬,tshin-sio̍k,0,
51014,5,優雅,iu-ngá,0,
51015,5,縮小,sok-sió,0,
51016,5,臨床,lîm-tshn̂g,0,
51017,5,雙人,siang-lâng,0,
51018,5,關懷,kuan-huâi,0,
51019,5,體質,thé-tsit,0,
51020,5,觀測,kuan-tshik,0,
51021,5,一日,tsi̍t-ji̍t/tsi̍t-li̍t,0,
51022,5,人性,jîn-sìng/lîn-sìng,0,
51023,5,入股,ji̍p-kóo/li̍p-kóo,0,
51024,5,不便,put-piān,0,
51025,5,切換,tshiat-uānn,0,
51026,5,心得,sim-tik,0,
51027,5,水平,tsuí-pîng,0,
51028,5,代工,tāi-kang,0,
51029,5,出面,tshut-bīn,0,
51030,5,出院,tshut-īnn,0,
51031,5,用地,iōng-tē/iōng-tuē,0,
51032,5,立院,li̍p-īnn,0,
51033,5,任意,jīm-ì/līm-ì,0,
51034,5,冰山,ping-suann,0,
51035,5,有機,iú-ki,0,
51036,5,老太太,lāu-thài-thài,0,
51037,5,行列,hâng-lia̍t,0,
51038,5,行星,hîng-tshenn/hîng-tshinn,0,
51039,5,占用,tsiàm-iōng,0,
51040,5,佈滿,pòo-muá,0,
51041,5,改造,kái-tsō,0,
51042,5,男士,lâm-sū,0,
51043,5,供給,kiong-kip,0,
51044,5,弦樂,hiân-ga̍k,0,
51046,5,波動,pho-tōng,0,
51047,5,法規,huat-kui,0,
51048,5,社團,siā-thuân,0,
51049,5,股利,kóo-lī,0,
51050,5,長久,tn̂g-kú,0,
51051,5,促使,tshiok-sú,0,
51052,5,宣稱,suan-tshing,0,
51053,5,拜會,pài-huē,0,
51054,5,流失,liû-sit,0,
51055,5,流星,liû-tshenn/liû-tshinn,0,
51056,5,流通,liû-thong,0,
51057,5,活力,ua̍h-li̍k,0,
51058,5,看待,khuànn-thāi,0,
51059,5,秋冬,tshiu-tang,0,
51060,5,美化,bí-huà,0,
51061,5,美妙,bí-miāu,0,
51062,5,家電,ka-tiān,0,
51063,5,師生,su-sing,0,
51064,5,時差,sî-tsha,0,
51065,5,書評,su-phîng,0,
51066,5,浴場,i̍k-tiûnn,0,
51067,5,秩序,tia̍t-sū,0,
51068,5,脆弱,tshuì-jio̍k,0,
51069,5,記載,kì-tsài,0,
51070,5,酒精,tsiú-tsing,0,
51071,5,高雅,ko-ngá,0,
51072,5,動人,tōng-jîn/tōng-lîn,0,
51074,5,婦產科,hū-sán-kho,0,
51075,5,專機,tsuan-ki,0,
51076,5,教室,kàu-sik,0,
51077,5,教導,kàu-tō,0,
51078,5,敗血症,pāi-hueh-tsìng/pāi-huih-tsìng,0,
51079,5,涵蓋,hâm-kài,0,
51080,5,現況,hiān-hóng,0,
51081,5,異物,ī-bu̍t,0,
51082,5,統治,thóng-tī,0,
51083,5,船長,tsûn-tiúnn,0,
51084,5,貨櫃,huè-kuī/hè-kuī,0,
51085,5,釣魚,tiò-hî/tiò-hû,0,
51086,5,就職,tsiū-tsit,0,
51087,5,棉花,mî-hue,0,
51088,5,稅賦,suè-hù/sè-hù,0,
51089,5,視野,sī-iá,0,
51090,5,路面,lōo-bīn,0,
51091,5,漁船,hî-tsûn/hû-tsûn,0,
51092,5,漁網,hî-bāng/hû-bāng,0,
51093,5,維修,uî-siu ,0,
51094,5,增進,tsing-tsìn,0,
51095,5,憤怒,hùn-nōo,0,
51096,5,激勵,kik-lē,0,
51097,5,聯想,liân-sióng,0,
51098,5,擴張,khok-tiong,0,
51099,5,藝文,gē-bûn,0,
51100,5,贈品,tsīng-phín,0,
51101,5,難忘,lân-bōng,0,
51102,5,類別,luī-pia̍t,0,
51103,5,顯現,hián-hiān,0,
51104,5,人際,jîn-tsè/lîn-tsè,0,
51105,5,下班,hā-pan,0,
51106,5,干擾,kan-jiáu/kan-liáu,0,
51107,5,不該,put-kai,0,
51108,5,不變,put-piàn,0,
51109,5,分局,hun-kio̍k,0,
51110,5,分離,hun-lī,0,
51111,5,戶外,hōo-guā,0,
51112,5,主因,tsú-in,0,
51113,5,刊物,khan-bu̍t,0,
51114,5,用戶,iōng-hōo,0,
51115,5,石板,tsio̍h-pán,0,
51116,5,示威,sī-ui,0,
51117,5,光線,kng-suànn,0,
51118,5,先發,sian-huat,0,
51119,5,回收,huê-siu/hê-siu,0,
51120,5,回顧,huê-kòo/hê-kòo,0,
51121,5,地檢署,Tē-kiám-sú/Tuē-kiám-sú,0,
51122,5,好笑,hó-tshiò,0,
51123,5,曲線,khiok-suànn,0,
51124,5,西部,se-pōo,0,
51125,5,忍受,jím-siū/lím-siū,0,
51126,5,改組,kái-tsoo,0,
51127,5,車身,tshia-sin,0,
51128,5,典雅,tián-ngá,0,
51129,5,知名度,ti-miâ-tōo,0,
51130,5,勇士,ióng-sū,0,
51131,5,宣示,suan-sī,0,
51132,5,宣告,suan-kò,0,
51133,5,美感,bí-kám,0,
51134,5,哲學,tiat-ha̍k,0,
51135,5,捐款,kuan-khuán,0,
51136,5,特區,ti̍k-khu,0,
51137,5,留學,liû-ha̍k,0,
51138,5,真愛,tsin-ài,0,
51139,5,神祕,sîn-pì,0,
51140,5,純粹,sûn-tshuì,0,
51141,5,院士,īnn-sū,0,
51142,5,假日,ká-ji̍t/ká-li̍t,0,
51143,5,假設,ká-siat,0,
51144,5,國產車,kok-sán-tshia,0,
51145,5,堅強,kian-kiông,0,
51146,5,基因,ki-in,0,
51147,5,探索,thàm-soh,0,
51148,5,探測,thàm-tshik,0,
51149,5,採訪,tshái-hóng,0,
51150,5,啟明,khé-bîng,0,
51151,5,深深,tshim-tshim,0,
51152,5,球季,kiû-kuì,0,
51153,5,都會,too-huē,0,
51154,5,陳列,tîn-lia̍t,0,
51155,5,圍標,uî-pio,0,
51156,5,惡意,ok-ì,0,
51157,5,游泳,iû-íng,0,
51158,5,無形,bû-hîng,0,
51159,5,無線,bô-suànn,0,
51160,5,發育,huat-io̍k,0,
51161,5,童年,tông-liân,0,
51162,5,華裔,huâ-è,0,
51163,5,郵購,iû-kòo,0,
51164,5,間諜,kàn-tia̍p,0,
51165,5,傾向,khing-hiòng,0,
51166,5,業餘,gia̍p-û,0,
51167,5,概況,kài-hóng,0,
51168,5,路段,lōo-tuānn,0,
51169,5,運行,ūn-hîng,0,
51170,5,電器,tiān-khì,0,
51171,5,零售,lîng-siū,0,
51172,5,鼓舞,kóo-bú,0,
51173,5,對比,tuì-pí,0,
51174,5,質感,tsit-kám,0,
51175,5,壁畫,piah-uē,0,
51176,5,機能,ki-lîng,0,
51177,5,融合,iông-ha̍p,0,
51178,5,頭獎,thâu-tsióng,0,
51179,5,檢索,kiám-sik,0,
51180,5,繁榮,huân-îng,0,
51181,5,擴充,khok-tshiong,0,
51182,5,釋放,sik-hòng,0,
51183,5,靈活,lîng-ua̍h,0,
51184,5,下旬,hā-sûn,0,
51185,5,士氣,sū-khì,0,
51186,5,天線,thian-suànn,0,
51187,5,引用,ín-iōng,0,
51188,5,心中,sim-tiong,0,
51189,5,加盟,ka-bîng,0,
51190,5,古代,kóo-tāi,0,
51191,5,外商,guā-siong,0,
51192,5,外勞,guā-lô,0,
51193,5,平日,pîng-ji̍t/pîng-li̍t,0,
51194,5,用品,iōng-phín,0,
51195,5,示範,sī-huān,0,
51196,5,交叉,kau-tshe,0,
51197,5,地產,tē-sán/tuē-sán,0,
51198,5,守備,siú-pī,0,
51199,5,寺院,sī-īnn,0,
51200,5,收容,siu-iông,0,
51201,5,收錄,siu-lo̍k,0,
51202,5,有利,iú-lī,0,
51203,5,自身,tsū-sin,0,
51204,5,局長,kio̍k-tiúnn,0,
51205,5,扭曲,niú-khiok,0,
51206,5,改建,kái-kiàn,0,
51207,5,車禍,tshia-hō,0,
51208,5,版畫,pán-uē,0,
51209,5,金牌,kim-pâi,0,
51210,5,屍體,si-thé,0,
51211,5,後果,hiō-kó,0,
51212,5,後者,hiō-tsiá,0,
51213,5,流程,liû-tîng,0,
51214,5,衍生,ián-sing,0,
51215,5,訂做,tīng-tsò/tīng-tsuè,0,
51216,5,重量,tāng-liōng,0,
51217,5,病房,pēnn-pâng/pīnn-pâng,0,
51218,5,神父,sîn-hū,0,
51219,5,虔誠,khiân-sîng,0,
51220,5,高溫,ko-un,0,
51221,5,問卷,būn-kuàn,0,
51222,5,專櫃,tsuan-kuī,0,
51223,5,得票率,tik-phiò-lu̍t,0,
51224,5,情結,tsîng-kat,0,
51225,5,清查,tshing-tsa,0,
51226,5,清理,tshing-lí,0,
51227,5,現成,hiān-sîng,0,
51228,5,造勢,tsō-sè,0,
51229,5,頂尖,tíng-tsiam,0,
51230,5,創下,tshòng-hā,0,
51231,5,勞基法,lô-ki-huat,0,
51232,5,敦煌,Tun-hông,0,
51233,5,普及,phóo-ki̍p,0,
51234,5,棉被,mî-phuē,0,
51235,5,無數,bû-sòo,0,
51236,5,結盟,kiat-bîng,0,
51237,5,隊友,tuī-iú,0,
51238,5,傳播,thuân-pòo,0,
51239,5,匯率,huē-lu̍t,0,
51240,5,會長,huē-tiúnn,0,
51241,5,會期,huē-kî,0,
51242,5,精華,tsing-huâ,0,
51243,5,製品,tsè-phín,0,
51244,5,輕快,khin-khuài,0,
51245,5,影視,iánn-sī,0,
51246,5,課題,khò-tê/khò-tuê,0,
51247,5,調度,tiàu-tōo,0,
51248,5,震盪,tsìn-tōng,0,
51249,5,學院,ha̍k-īnn,0,
51250,5,戰績,tsiàn-tsik,0,
51251,5,融資,iông-tsu,0,
51252,5,諮商,tsu-siong,0,
51253,5,諮詢,tsu-sûn,0,
51254,5,頻率,pîn-lu̍t,0,
51255,5,頻繁,pîn-huân,0,
51256,5,療程,liâu-tîng,0,
51257,5,總理,tsóng-lí,0,
51258,5,舉例,kí-lē/kú-lē,0,
51259,5,購併,kòo-pìng,0,
51260,5,簡稱,kán-tshing,0,
51261,5,攀岩,phan-giâm,0,
51262,5,藝人,gē-jîn/gē-lîn,0,
51263,5,藥師,io̍h-su,0,
51264,5,關切,kuan-tshiat,0,
51265,5,聽眾,thiann-tsiòng,0,
51266,5,入主,ji̍p-tsú/li̍p-tsú,0,
51267,5,刀具,to-kū,0,
51268,5,公告,kong-kò,0,
51269,5,幻想,huàn-sióng,0,
51270,5,手中,tshiú-tiong,0,
51271,5,手冊,tshiú-tsheh,0,
51272,5,日劇,Ji̍t-kio̍k/Li̍t-kio̍k,0,
51273,5,出爐,tshut-lôo,0,
51274,5,平台,pênn-tâi/pînn-tâi,0,
51275,5,打壓,tánn-ap,0,
51276,5,生動,sing-tōng,0,
51277,5,石化,tsio̍h-huà,0,
51278,5,光碟,kong-tia̍p,0,
51279,5,列印,lia̍t-ìn,0,
51280,5,同仁,tông-jîn/tông-lîn,0,
51281,5,名詞,miâ-sû,0,
51282,5,地板,tē-pán/tuē-pán,0,
51283,5,字樣,jī-iūnn/lī-iūnn,0,
51284,5,宇宙,ú-tiū,0,
51285,5,成效,sîng-hāu,0,
51286,5,有心,ū-sim,0,
51287,5,自治,tsū-tī,0,
51288,5,含量,hâm-liōng,0,
51289,5,完善,uân-siān,0,
51290,5,技能,ki-lîng,0,
51291,5,投注,tâu-tsù,0,
51292,5,身心,sin-sim,0,
51293,5,來電,lâi-tiān,0,
51294,5,底價,té-kè/tué-kè,0,
51295,5,承辦,sîng-pān,0,
51296,5,服役,ho̍k-i̍k,0,
51297,5,物種,bu̍t-tsióng,0,
51298,5,花粉,hue-hún,0,
51299,5,保育,pó-io̍k,0,
51301,5,派系,phài-hē,0,
51302,5,疫情,i̍k-tsîng,0,
51303,5,美軍,Bí-kun,0,
51304,5,降價,kàng-kè,0,
51305,5,音色,im-sik,0,
51306,5,校方,hāu-hong,0,
51307,5,海龜,hái-ku,0,
51308,5,特價,ti̍k-kè,0,
51309,5,神奇,sîn-kî,0,
51310,5,祝壽,tsiok-siū,0,
51311,5,追查,tui-tsa,0,
51312,5,陣容,tīn-iông,0,
51313,5,殺人,sat-jîn/sat-lîn,0,
51314,5,清新,tshing-sin,0,
51315,5,貪汙,tham-u,0,
51316,5,透明,thàu-bîng,0,
51317,5,博覽會,phok-lám-huē,0,
51318,5,報價,pò-kè,0,
51319,5,幾何,kí-hô,0,
51320,5,智力,tì-li̍k,0,
51321,5,焚化爐,hûn-huà-lôo,0,
51322,5,無尾熊,bô-bué-hîm/bô-bé-hîm,0,
51323,5,發光,huat-kng,0,
51324,5,稅制,suè-tsè/sè-tsè,0,
51325,5,進攻,tsìn-kong,0,
51326,5,暗房,àm-pâng,0,
51327,5,當前,tong-tsiân,0,
51328,5,農林,lông-lîm,0,
51329,5,圖案,tôo-àn,0,
51330,5,監控,kàm-khòng,0,
51331,5,精品,tsing-phín,0,
51332,5,豪華,hô-huâ,0,
51333,5,寫作,siá-tsok,0,
51334,5,廠房,tshiúnn-pâng,0,
51335,5,撰寫,tsuān-siá,0,
51336,5,樂曲,ga̍k-khik,0,
51337,5,範例,huān-lē,0,
51338,5,衛浴,uē-i̍k,0,
51339,5,遭受,tso-siū,0,
51340,5,劑量,tsè-liōng,0,
51341,5,憑證,pîn-tsìng,0,
51342,5,整治,tsíng-tī,0,
51343,5,選出,suán-tshut,0,
51344,5,頻道,pîn-tō,0,
51345,5,頻寬,pîn-khuan,0,
51346,5,聯招,liân-tsiau,0,
51347,5,擴展,khok-tián,0,
51348,5,繳稅,kiáu-suè/kiáu-sè,0,
51349,5,關注,kuan-tsù,0,
51350,5,一連串,it-liân-tshuàn,0,
51352,5,大地,tāi-tē/tāi-tuē,0,
51353,5,大多數,tuā-to-sòo,0,
51354,5,大門,tuā-mn̂g,0,
51355,5,不等,put-tíng,0,
51356,5,不實,put-si̍t,0,
51357,5,之中,tsi-tiong,0,
51358,5,仇恨,siû-hūn/siû-hīn,0,
51359,5,公車,kong-tshia,0,
51360,5,心性,sim-sìng,0,
51361,5,木星,Bo̍k-tshenn/Bo̍k-tshinn,0,
51362,5,水面,tsuí-bīn,0,
51363,5,出廠,tshut-tshiúnn,0,
51364,5,功夫,kang-hu,0,
51365,5,古典,kóo-tián,0,
51366,5,幼兒,iù-jî/iù-lî,0,
51367,5,必定,pit-tīng,0,
51368,5,民航,bîn-hâng,0,
51369,5,白人,pe̍h-lâng,0,
51370,5,名牌,miâ-pâi,0,
51371,5,回歸,huê-kui/hê-kui,0,
51372,5,收聽,siu-thiann,0,
51373,5,肉體,bah-thé,0,
51374,5,批判,phue-phuànn,0,
51375,5,村民,tshun-bîn,0,
51376,5,汽油,khì-iû,0,
51377,5,車牌,tshia-pâi,0,
51378,5,併發症,pìng-huat-tsìng,0,
51380,5,東區,tang-khu,0,
51381,5,東部,tang-pōo,0,
51382,5,武士,bú-sū,0,
51383,5,油畫,iû-uē,0,
51384,5,空戰,khong-tsiàn,0,
51385,5,空難,khong-lān,0,
51386,5,金星,Kim-tshenn/Kim-tshinn,0,
51387,5,前景,tsiân-kíng,0,
51388,5,南方,lâm-hong,0,
51389,5,客觀,kheh-kuan,0,
51391,5,後座,āu-tsō,0,
51392,5,政局,tsìng-kio̍k,0,
51393,5,毒品,to̍k-phín,0,
51394,5,皇上,hông-siōng,0,
51395,5,面膜,bīn-mo̍oh,0,
51396,5,時空,sî-khong,0,
51397,5,時報,sî-pò,0,
51398,5,海邊,hái-pinn,0,
51399,5,神通,sîn-thong,0,
51400,5,神聖,sîn-sìng,0,
51401,5,起初,khí-tshoo,0,
51402,5,退稅,thè-suè/thè-sè,0,
51403,5,閃電,siám-tiān,0,
51404,5,停車,thîng-tshia,0,
51405,5,偵測,tsing-tshik,0,
51406,5,剪輯,tsián-tsi̍p,0,
51407,5,區運,khu-ūn,0,
51408,5,國界,kok-kài,0,
51409,5,密度,bi̍t-tōo,0,
51410,5,密集,bi̍t-tsi̍p,0,
51411,5,專人,tsuan-jîn/tsuan-lîn,0,
51412,5,專注,tsuan-tsù,0,
51413,5,情節,tsîng-tsiat,0,
51414,5,排水,pâi-tsuí,0,
51415,5,排出,pâi-tshut,0,
51416,5,教堂,kàu-tn̂g,0,
51417,5,清真寺,tshing-tsin-sī,0,
51418,5,淨利,tsīng-lī,0,
51419,5,產銷,sán-siau,0,
51420,5,移交,î-kau,0,
51421,5,粒子,lia̍p-tsú,0,
51422,5,連動,liân-tōng,0,
51423,5,連署,liân-sú,0,
51424,5,連鎖,liân-só,0,
51425,5,殘骸,tsân-hâi,0,
51426,5,答覆,tap-hok,0,
51427,5,視訊,sī-sìn,0,
51428,5,週邊,tsiu-pinn,0,
51429,5,開設,khai-siat,0,
51430,5,傳奇,thuân-kî,0,
51431,5,傳記,tuān-kì,0,
51432,5,會勘,huē-kham,0,
51433,5,極力,ki̍k-li̍k,0,
51434,5,經典,king-tián,0,
51435,5,群體,kûn-thé,0,
51436,5,補償,póo-siông,0,
51437,5,過來,kuè--lâi,0,
51438,5,對應,tuì-ìng,0,
51439,5,網際,bāng-tsè,0,
51440,5,聚會,tsū-huē,0,
51441,5,領錢,niá-tsînn,0,
51442,5,增長,tsing-tióng,0,
51443,5,影迷,iánn-bê,0,
51444,5,暴動,pō-tōng,0,
51445,5,熱潮,jia̍t-tiâu/lia̍t-tiâu,0,
51446,5,噪音,tshò-im,0,
51447,5,學歷,ha̍k-li̍k,0,
51448,5,操控,tshau-khòng,0,
51449,5,錄製,lo̍k-tsè,0,
51450,5,頭等艙,thâu-tíng-tshng,0,
51451,5,應邀,ìng-iau,0,
51452,5,縮短,sok-té,0,
51453,5,績優股,tsik-iu-kóo,0,
51454,5,糧食,niû-si̍t,0,
51455,5,轉化,tsuán-huà,0,
51456,5,轉播,tsuán-pòo,0,
51457,5,簽證,tshiam-tsìng,0,
51458,5,關機,kuainn-ki/kuinn-ki,0,
51459,5,礦石,khòng-tsio̍h,0,
51460,5,警員,kíng-uân,0,
51461,5,警廣,Kíng-kóng,0,
51462,5,釋出,sik-tshut,0,
51463,5,驅動,khu-tōng,0,
51464,5,體能,thé-lîng,0,
51465,5,一邊,tsi̍t-pinn,0,
51466,5,上台,tsiūnn-tâi,0,
51467,5,士兵,sū-ping,0,
51468,5,大海,tuā-hái,0,
51469,5,小提琴,sió-thê-khîm,0,
51470,5,不可思議,put-khó-su-gī,0,
51471,5,內在,luē-tsāi,0,
51472,5,內涵,luē-hâm,0,
51473,5,公投,kong-tâu,0,
51474,5,公關,kong-kuan,0,
51475,5,分子,hun-tsú,0,
51476,5,分佈,hun-pòo,0,
51477,5,分解,hun-kái,0,
51478,5,分辨,hun-piān,0,
51479,5,化解,huà-kái,0,
51480,5,友善,iú-siān,0,
51481,5,反射,huán-siā,0,
51482,5,天體,thian-thé,0,
51483,5,心智,sim-tì,0,
51485,5,日產,Ji̍t-sán/Li̍t-sán,0,
51486,5,月份,gue̍h-hūn/ge̍h-hūn,0,
51487,5,水位,tsuí-uī,0,
51488,5,主治,tsú-tī,0,
51489,5,可見,khó-kiàn,0,
51490,5,臺海,Tâi-hái,0,
51491,5,外來,guā-lâi,0,
51492,5,外殼,guā-khak,0,
51493,5,外債,guā-tsè,0,
51494,5,平凡,pîng-huân,0,
51495,5,平方,pîng-hong,0,
51496,5,平穩,pîng-ún,0,
51497,5,全體,tsuân-thé,0,
51498,5,同業,tông-gia̍p,0,
51499,5,地圖,tē-tôo/tuē-tôo,0,
51500,5,多角化,to-kak-huà,0,
51501,5,存活,tsûn-ua̍h,0,
51502,5,安詳,an-siông,0,
51503,5,年初,nî-tshe/nî-tshue,0,
51504,5,扣抵,khàu-tí,0,
51505,5,扣掉,khàu-tiāu,0,
51506,5,此時,tshú-sî,0,
51507,5,死因,sí-in,0,
51508,5,汙染,u-jiám/u-liám,0,
51509,5,考核,khó-hi̍k,0,
51510,5,肉品,bah-phín,0,
51511,5,技藝,ki-gē,0,
51512,5,車殼,tshia-khak,0,
51513,5,巡禮,sûn-lé,0,
51514,5,來回,lâi-huê/lâi-hê,0,
51515,5,坪數,pênn-sòo/pînn-sòo,0,
51516,5,忠實,tiong-si̍t,0,
51517,5,抽出,thiu-tshut,0,
51518,5,拖吊,thua-tiàu,0,
51519,5,放心,hòng-sim,0,
51520,5,注入,tsù-ji̍p/tsù-ji̍p,0,
51521,5,河川,hô-tshuan,0,
51522,5,油脂,iû-tsi,0,
51523,5,肺癌,hì-gâm,0,
51524,5,表彰,piáu-tsiong,0,
51525,5,金曲,kim-khik,0,
51526,5,型錄,hîng-lo̍k,0,
51527,5,契約,khè-iok/khuè-iok,0,
51528,5,建商,kiàn-siong,0,
51529,5,春夏,tshun-hā,0,
51530,5,紅利,âng-lī,0,
51531,5,軍人,kun-jîn/kun-lîn,0,
51532,5,面紙,bīn-tsuá,0,
51533,5,容積率,iông-tsik-lu̍t,0,
51534,5,效能,hāu-lîng,0,
51535,5,書法,su-huat,0,
51536,5,病變,pēnn-piàn/pīnn-piàn,0,
51537,5,退出,thè-tshut,0,
51538,5,退燒,thè-sio,0,
51539,5,陣營,tīn-iânn,0,
51540,5,除權,tû-khuân,0,
51541,5,停火,thîng-hué/thîng-hé,0,
51542,5,偶像,ngóo-siōng,0,
51543,5,副理,hù-lí,0,
51544,5,堅決,kian-kuat,0,
51545,5,專利,tsuan-lī,0,
51546,5,專題,tsuan-tê/tsuan-tuê,0,
51547,5,專欄,tsuan-nuâ,0,
51548,5,強權,kiông-khuân,0,
51549,5,情境,tsîng-kíng,0,
51550,5,接收,tsiap-siu,0,
51551,5,推展,thui-tián,0,
51552,5,教材,kàu-tsâi,0,
51553,5,族人,tso̍k-jîn/tso̍k-lîn,0,
51554,5,現有,hiān-iú,0,
51555,5,設法,siat-huat,0,
51556,5,連帶,liân-tài,0,
51557,5,連續劇,liân-sio̍k-kio̍k,0,
51558,5,釣友,tiò-iú,0,
51559,5,勞保,lô-pó,0,
51560,5,就醫,tsiū-i,0,
51561,5,悲情,pi-tsîng,0,
51562,5,提示,thê-sī,0,
51563,5,無比,bû-pí,0,
51564,5,評價,phîng-kè,0,
51565,5,買進,bé-tsìn/bué-tsìn,0,
51566,5,階層,kai-tsân,0,
51567,5,群眾,kûn-tsiòng,0,
51568,5,聖火,sìng-hué/sìng-hé,0,
51569,5,聖誕,sìng-tàn,0,
51571,5,電源,tiān-guân,0,
51572,5,對不起,tuì-put-khí,0,
51573,5,旗下,kî-hā,0,
51574,5,監工,kàm-kang,0,
51575,5,管弦,kuán-hiân,0,
51576,5,精選,tsing-suán,0,
51577,5,誘惑,iú-hi̍k,0,
51578,5,儀器,gî-khì,0,
51579,5,價差,kè-tsha,0,
51580,5,審核,sím-hi̍k,0,
51581,5,履歷,lí-li̍k,0,
51582,5,廢棄物,huì-khì-bu̍t,0,
51583,5,適量,sik-liōng,0,
51584,5,鄰近,lîn-kīn/lîn-kūn,0,
51585,5,學分,ha̍k-hun,0,
51586,5,機身,ki-sin,0,
51587,5,燃料,jiân-liāu/liân-liāu,0,
51588,5,辦案,pān-àn,0,
51589,5,優質,iu-tsit,0,
51590,5,壓縮,ap-sok,0,
51591,5,瞬間,sùn-kan,0,
51592,5,隱私,ún-su,0,
51593,5,轉載,tsuán-tsài,0,
51594,5,櫥窗,tû-thang,0,
51595,5,簽訂,tshiam-tīng,0,
51596,5,關卡,kuan-khah,0,
51597,5,韻律,ūn-lu̍t,0,
51598,5,嚴謹,giâm-kín,0,
51599,5,歡呼,huan-hoo,0,
51600,5,邏輯,lô-tsi̍p,0,
51601,5,讚美,tsàn-bí,0,
51602,5,一流,it-liû,0,
51603,5,入侵,ji̍p-tshim/li̍p-tshim,0,
51604,5,三通,sam-thong,0,
51605,5,大將,tāi-tsiòng,0,
51606,5,山區,suann-khu,0,
51607,5,中生代,tiong-sing-tāi,0,
51608,5,中年,tiong-liân,0,
51609,5,中音,tiong-im,0,
51610,5,公主,kong-tsú,0,
51611,5,公營,kong-îng,0,
51612,5,切片,tshiat-phìnn,0,
51613,5,太平洋,Thài-pîng-iûnn,0,
51614,5,心力,sim-li̍k,0,
51615,5,文建會,Bûn-kiàn-huē,0,
51616,5,毛利率,môo-lī-lu̍t,0,
51617,5,水份,tsuí-hūn,0,
51618,5,外用,guā-iōng,0,
51619,5,外形,guā-hîng,0,
51620,5,外流,guā-lâu,0,
51621,5,巧合,khá-ha̍p,0,
51622,5,平原,pîng-guân,0,
51623,5,民法,bîn-huat,0,
51624,5,民政局,bîn-tsìng-kio̍k,0,
51625,5,民營,bîn-îng,0,
51626,5,申報,sin-pò,0,
51627,5,皮件,phuê-kiānn/phê-kiānn,0,
51628,5,企管,khì-kuán,0,
51629,5,光芒,kong-bông,0,
51630,5,全委會,tsuân-uí-huē,0,
51631,5,再見,tsài-kiàn,0,
51632,5,收視,siu-sī,0,
51633,5,百分之百,pah-hun-tsi-pah,0,
51634,5,老化,nóo-huà,0,
51635,5,自殺,tsū-sat,0,
51636,5,佛珠,hu̍t-tsu,0,
51637,5,免疫,bián-i̍k,0,
51638,5,抗體,khòng-thé,0,
51639,5,更改,king-kái,0,
51640,5,肝癌,kuann-gâm,0,
51641,5,身為,sin-uî,0,
51642,5,車庫,tshia-khòo,0,
51643,5,車廂,tshia-siunn,0,
51644,5,巡迴,sûn-huê,0,
51645,5,享有,hiáng-iú,0,
51646,5,使命,sú-bīng,0,
51647,5,受刑人,siū-hîng-jîn/siū-hîng-lîn,0,
51648,5,奇幻,kî-huàn,0,
51649,5,季軍,kuì-kun,0,
51650,5,定存,tīng-tsûn,0,
